Zip Code,City,County,Population â
12844,Kattskill Bay,Washington County,293
13468,Springfield Center,Otsego County,291
14774,Richburg,Allegany County,290
12139,Piseco,Hamilton County,286
12819,Clemons,Washington County,286
12530,Hollowville,Columbia County,283
13117,Montezuma,Cayuga County,279
13342,Garrattsville,Otsego County,275
13435,Prospect,Oneida County,275
12720,Bethel,Sullivan County,274
12965,Nicholville,St. Lawrence County,272
12471,Rifton,Ulster County,268
13628,Deferiet,Jefferson County,268
12862,Riparius,Warren County,266
12952,Lyon Mountain,Clinton County,265
12424,East Jewett,Greene County,261
12978,Redford,Clinton County,256
12085,Guilderland Center,Albany County,255
14486,Linwood,Livingston County,255
12064,East Worcester,Otsego County,254
13450,Roseboom,Otsego County,252
14881,Slaterville Springs,Tompkins County,250
10975,Southfields,Orange County,246
12124,New Baltimore,Greene County,246
12453,Malden On Hudson,Ulster County,240
12507,Barrytown,Dutchess County,238
13364,Leonardsville,Madison County,232
12435,Greenfield Park,Ulster County,231
12886,Wevertown,Warren County,231
14166,Van Buren Point,Chautauqua County,231
14752,Lily Dale,Chautauqua County,230
13860,West Davenport,Delaware County,228
13103,Mallory,Oswego County,226
12767,Obernburg,Sullivan County,225
12811,Bakers Mills,Warren County,225
13115,Minetto,Oswego County,225
12421,Denver,Delaware County,224
13065,Fayette,Seneca County,222
13441,Rome,Oneida County,222
13494,Woodgate,Oneida County,222
13806,Meridale,Delaware County,222
12450,Lanesville,Greene County,221
12036,Charlotteville,Schoharie County,220
12969,Owls Head,Franklin County,219
12071,Fultonham,Schoharie County,217
13666,Newton Falls,St. Lawrence County,216
13692,Thousand Island Park,Jefferson County,216
12460,Oak Hill,Albany County,215
10535,Jefferson Valley,Westchester County,214
13062,Etna,Tompkins County,212
13418,North Brookfield,Madison County,212
12172,Stottville,Columbia County,211
12975,Port Kent,Essex County,210
13751,Davenport Center,Delaware County,209
12855,North Hudson,Essex County,207
14302,Niagara Falls,Niagara County,206
12416,Chichester,Ulster County,205
10545,Maryknoll,Westchester County,203
12781,Summitville,Sullivan County,202
12808,Adirondack,Warren County,201
13305,Beaver Falls,Lewis County,201
13695,Wanakena,St. Lawrence County,200
12165,Spencertown,Columbia County,198
12742,Harris,Sullivan County,194
14056,East Pembroke,Genesee County,194
12031,Carlisle,Schoharie County,191
13804,Masonville,Delaware County,190
14722,Chautauqua,Chautauqua County,189
12131,North Blenheim,Schoharie County,188
14173,Yorkshire,Cattaraugus County,188
14539,Retsof,Livingston County,187
12195,West Lebanon,Columbia County,184
12512,Chelsea,Dutchess County,184
12492,West Kill,Greene County,181
12770,Pond Eddy,Sullivan County,180
12194,West Fulton,Schoharie County,177
13636,Ellisburg,Jefferson County,177
12976,Rainbow Lake,Franklin County,175
13345,Greig,Lewis County,175
14721,Ceres,Allegany County,175
13696,West Stockholm,St. Lawrence County,174
14413,Alton,Wayne County,174
12973,Piercefield,St. Lawrence County,169
12741,Hankins,Sullivan County,168
12792,Yulan,Sullivan County,167
10279,New York,New York County,161
13087,Little York,Cortland County,161
13301,Alder Creek,Oneida County,156
14585,West Bloomfield,Ontario County,156
12874,Silver Bay,Warren County,155
14708,Alma,Allegany County,155
14874,Pulteney,Steuben County,155
12489,Wawarsing,Ulster County,154
12513,Claverack,Columbia County,154
14736,Findley Lake,Chautauqua County,154
11947,Jamesport,Suffolk County,153
12429,Esopus,Ulster County,153
13314,Brookfield,Madison County,153
12987,Upper Jay,Essex County,152
13647,Hannawa Falls,St. Lawrence County,150
13774,Fishs Eddy,Delaware County,148
12858,Paradox,Essex County,146
12448,Lake Hill,Ulster County,142
12939,Gabriels,Franklin County,141
13488,Westford,Otsego County,141
14135,Sheridan,Chautauqua County,141
13138,Pompey,Onondaga County,139
14515,North Greece,Monroe County,138
13674,Pierrepont Manor,Jefferson County,137
12132,North Chatham,Columbia County,133
12407,Ashland,Greene County,132
13134,Peterboro,Madison County,132
14041,Dayton,Cattaraugus County,132
14785,Stow,Chautauqua County,130
13360,Inlet,Hamilton County,128
14783,Steamburg,Cattaraugus County,128
13404,Martinsburg,Lewis County,127
14415,Bellona,Yates County,127
13651,Henderson Harbor,Jefferson County,126
10519,Croton Falls,Westchester County,122
12736,Fremont Center,Sullivan County,122
14557,South Byron,Genesee County,121
13834,Portlandville,Otsego County,118
14537,Port Gibson,Ontario County,117
10540,Lincolndale,Westchester County,114
14592,York,Livingston County,113
11770,Ocean Beach,Suffolk County,112
14130,Pike,Wyoming County,112
14545,Scottsburg,Livingston County,108
13020,Apulia Station,Onondaga County,107
13436,Raquette Lake,Hamilton County,107
13632,Depauville,Jefferson County,107
12441,Highmount,Delaware County,105
13678,Raymondville,St. Lawrence County,105
14788,Westons Mills,Cattaraugus County,104
12872,Severance,Essex County,103
12820,Cleverdale,Warren County,102
13124,North Pitcher,Chenango County,102
13859,Wells Bridge,Otsego County,101
12854,North Granville,Washington County,98
14479,Knowlesville,Orleans County,98
12787,White Sulphur Springs,Sullivan County,97
12961,Moriah Center,Essex County,97
12964,New Russia,Essex County,96
12115,Malden Bridge,Columbia County,95
12841,Huletts Landing,Washington County,95
14854,Jacksonville,Tompkins County,95
10503,Ardsley On Hudson,Westchester County,94
14061,Farnham,Erie County,93
14707,Allentown,Allegany County,93
13826,Ouaquaga,Broome County,91
14742,Greenhurst,Chautauqua County,90
12495,Willow,Ulster County,87
12024,Brainard,Columbia County,83
13415,New Lisbon,Otsego County,82
14169,Wales Center,Erie County,80
12724,Callicoon Center,Sullivan County,78
14168,Versailles,Cattaraugus County,77
14134,Sardinia,Erie County,72
12483,Spring Glen,Sullivan County,71
14039,Dale,Wyoming County,70
13331,Eagle Bay,Herkimer County,69
12459,New Kingston,Delaware County,68
13683,Rooseveltown,St. Lawrence County,66
13482,West Burlington,Otsego County,63
13675,Plessis,Jefferson County,61
14035,Collins Center,Erie County,61
13643,Great Bend,Jefferson County,60
12915,Brainardsville,Franklin County,58
13333,East Springfield,Otsego County,57
13641,Fishers Landing,Jefferson County,54
14112,North Evans,Erie County,54
6390,Fishers Island,Suffolk County,53
13102,McLean,Tompkins County,52
13113,Meridian,Cayuga County,52
13623,Chippewa Bay,St. Lawrence County,51
12438,Halcottsville,Delaware County,48
14529,Perkinsville,Steuben County,48
13455,Sangerfield,Oneida County,46
13738,Blodgett Mills,Cortland County,44
10932,Howells,Orange County,43
10985,Thompson Ridge,Orange County,42
13353,Hoffmeister,Hamilton County,41
11973,Upton,Suffolk County,39
13475,Van Hornesville,Herkimer County,39
12922,Childwold,St. Lawrence County,37
13051,Delphi Falls,Onondaga County,37
13649,Helena,St. Lawrence County,37
12750,Kenoza Lake,Sullivan County,36
12161,South Bethlehem,Albany County,35
13154,South Butler,Wayne County,34
14027,Brant,Erie County,34
14893,Wayne,Steuben County,34
12544,Mellenville,Columbia County,33
13123,North Bay,Oneida County,32
13457,Schuyler Lake,Otsego County,32
14029,Centerville,Allegany County,31
13352,Hinckley,Oneida County,29
13484,West Eaton,Madison County,29
13747,Colliersville,Otsego County,29
12040,Cherry Plain,Rensselaer County,28
12452,Lexington,Greene County,27
12933,Ellenburg,Clinton County,27
13639,Fine,St. Lawrence County,24
13814,North Norwich,Chenango County,18
14732,Ellington,Chautauqua County,18
13847,Trout Creek,Delaware County,17
12527,Glenham,Dutchess County,16
14827,Coopers Plains,Steuben County,16
10911,Bear Mountain,Rockland County,12
14083,Java Village,Wyoming County,10
12864,Sabael,Hamilton County,9
12745,Hortonville,Sullivan County,5
12082,Grafton,Rensselaer County,2
10020,New York,New York County,0
10103,New York,New York County,0
10110,New York,New York County,0
10111,New York,New York County,0
10112,New York,New York County,0
10115,New York,New York County,0
10119,New York,New York County,0
10152,New York,New York County,0
10153,New York,New York County,0
10154,New York,New York County,0
10165,New York,New York County,0
10167,New York,New York County,0
10168,New York,New York County,0
10169,New York,New York County,0
10170,New York,New York County,0
10171,New York,New York County,0
10172,New York,New York County,0
10173,New York,New York County,0
10174,New York,New York County,0
10177,New York,New York County,0
10199,New York,New York County,0
10271,New York,New York County,0
10278,New York,New York County,0
10311,Staten Island,Richmond County,0
10542,Mahopac Falls,Putnam County,0
10910,Arden,Orange County,0
10915,Bullville,Orange County,0
10953,Mountainville,Orange County,0
10979,Sterling Forest,Orange County,0
11359,Bayside,Queens County,0
11371,Flushing,Queens County,0
11424,Jamaica,Queens County,0
11451,Jamaica,Queens County,0
11556,Uniondale,Nassau County,0
11931,Aquebogue,Suffolk County,0
12226,Albany,Albany County,0
12490,West Camp,Ulster County,0
12722,Burlingham,Sullivan County,0
12784,Thompsonville,Sullivan County,0
12911,Keeseville,Clinton County,0
13119,Mottville,Onondaga County,0
13121,New Haven,Oswego County,0
13290,Syracuse,Onondaga County,0
13645,Hailesboro,St. Lawrence County,0
14453,Fishers,Ontario County,0
14542,Rose,Wayne County,0
14588,Willard,Seneca County,0
14642,Rochester,Monroe County,0
14756,Maple Springs,Chautauqua County,0
14856,Kanona,Steuben County,0
